country,year,sex,age,suicides_no,population,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Bahamas,2012,male,55-74 years,0,23216,0.807,"10,720,500,000",31204,Boomers
Bahamas,2012,male,75+ years,0,3584,0.807,"10,720,500,000",31204,Silent
Bahamas,2013,male,55-74 years,2,24298,0.807,"10,627,600,000",30455,Boomers
Bahamas,2013,male,35-54 years,2,51912,0.807,"10,627,600,000",30455,Generation X
Bahamas,2013,female,35-54 years,1,54567,0.807,"10,627,600,000",30455,Generation X
Bahamas,2013,female,15-24 years,0,32613,0.807,"10,627,600,000",30455,Millenials
Bahamas,2013,female,25-34 years,0,30751,0.807,"10,627,600,000",30455,Millenials
Bahamas,2013,female,5-14 years,0,25435,0.807,"10,627,600,000",30455,Generation Z
Bahamas,2013,female,55-74 years,0,28689,0.807,"10,627,600,000",30455,Boomers
Bahamas,2013,female,75+ years,0,6828,0.807,"10,627,600,000",30455,Silent
Bahamas,2013,male,15-24 years,0,32971,0.807,"10,627,600,000",30455,Millenials
Bahamas,2013,male,25-34 years,0,30545,0.807,"10,627,600,000",30455,Millenials
Bahamas,2013,male,5-14 years,0,26496,0.807,"10,627,600,000",30455,Generation Z
Bahamas,2013,male,75+ years,0,3854,0.807,"10,627,600,000",30455,Silent
Bahrain,2011,male,15-24 years,3,101695,0.798,"28,776,595,745",26078,Millenials
Bahrain,2011,male,55-74 years,1,43883,0.798,"28,776,595,745",26078,Boomers
Bahrain,2011,female,25-34 years,2,98138,0.798,"28,776,595,745",26078,Millenials
Bahrain,2011,male,25-34 years,4,220691,0.798,"28,776,595,745",26078,Millenials
Bahrain,2011,male,35-54 years,4,242955,0.798,"28,776,595,745",26078,Generation X
Bahrain,2011,female,35-54 years,2,123582,0.798,"28,776,595,745",26078,Generation X
Bahrain,2011,female,15-24 years,1,75788,0.798,"28,776,595,745",26078,Millenials
Bahrain,2011,female,5-14 years,1,77270,0.798,"28,776,595,745",26078,Generation Z
Bahrain,2011,female,55-74 years,0,29140,0.798,"28,776,595,745",26078,Boomers
Bahrain,2011,female,75+ years,0,4742,0.798,"28,776,595,745",26078,Silent
Bahrain,2011,male,5-14 years,0,81209,0.798,"28,776,595,745",26078,Generation Z
Bahrain,2011,male,75+ years,0,4369,0.798,"28,776,595,745",26078,Silent
Bahrain,2012,male,25-34 years,11,237133,0.8,"30,749,308,511",25587,Millenials
Bahrain,2012,male,35-54 years,6,268027,0.8,"30,749,308,511",25587,Generation X
Bahrain,2012,female,25-34 years,1,110796,0.8,"30,749,308,511",25587,Millenials
Bahrain,2012,male,15-24 years,1,111603,0.8,"30,749,308,511",25587,Millenials
Bahrain,2012,female,15-24 years,0,81091,0.8,"30,749,308,511",25587,Millenials
Bahrain,2012,female,35-54 years,0,135976,0.8,"30,749,308,511",25587,Generation X
Bahrain,2012,female,5-14 years,0,81275,0.8,"30,749,308,511",25587,Generation Z
Bahrain,2012,female,55-74 years,0,31641,0.8,"30,749,308,511",25587,Boomers
Bahrain,2012,female,75+ years,0,4548,0.8,"30,749,308,511",25587,Silent
Bahrain,2012,male,5-14 years,0,85538,0.8,"30,749,308,511",25587,Generation Z
Bahrain,2012,male,55-74 years,0,50001,0.8,"30,749,308,511",25587,Boomers
Bahrain,2012,male,75+ years,0,4149,0.8,"30,749,308,511",25587,Silent
Bahrain,2013,male,15-24 years,1,110064,0.807,"32,539,547,872",26793,Millenials
Bahrain,2013,male,25-34 years,2,237632,0.807,"32,539,547,872",26793,Millenials
Bahrain,2013,male,35-54 years,2,269162,0.807,"32,539,547,872",26793,Generation X
Bahrain,2013,female,15-24 years,0,80476,0.807,"32,539,547,872",26793,Millenials
Bahrain,2013,female,25-34 years,0,112513,0.807,"32,539,547,872",26793,Millenials
Bahrain,2013,female,35-54 years,0,139352,0.807,"32,539,547,872",26793,Generation X
Bahrain,2013,female,5-14 years,0,82726,0.807,"32,539,547,872",26793,Generation Z
Bahrain,2013,female,55-74 years,0,33780,0.807,"32,539,547,872",26793,Boomers
Bahrain,2013,female,75+ years,0,4859,0.807,"32,539,547,872",26793,Silent
Bahrain,2013,male,5-14 years,0,86269,0.807,"32,539,547,872",26793,Generation Z
Bahrain,2013,male,55-74 years,0,53308,0.807,"32,539,547,872",26793,Boomers
Bahrain,2013,male,75+ years,0,4351,0.807,"32,539,547,872",26793,Silent
Bahrain,2014,male,15-24 years,4,100635,0.81,"33,387,712,766",27503,Millenials
Bahrain,2014,male,25-34 years,3,237952,0.81,"33,387,712,766",27503,Millenials
Bahrain,2014,female,25-34 years,1,110838,0.81,"33,387,712,766",27503,Millenials
Bahrain,2014,male,35-54 years,1,258922,0.81,"33,387,712,766",27503,Generation X
Bahrain,2014,female,15-24 years,0,78926,0.81,"33,387,712,766",27503,Millenials
Bahrain,2014,female,35-54 years,0,139103,0.81,"33,387,712,766",27503,Generation X
Bahrain,2014,female,5-14 years,0,82452,0.81,"33,387,712,766",27503,Generation Z
Bahrain,2014,female,55-74 years,0,41406,0.81,"33,387,712,766",27503,Boomers
Bahrain,2014,female,75+ years,0,6154,0.81,"33,387,712,766",27503,Silent
Bahrain,2014,male,5-14 years,0,86539,0.81,"33,387,712,766",27503,Generation Z
Bahrain,2014,male,55-74 years,0,64351,0.81,"33,387,712,766",27503,Boomers
Bahrain,2014,male,75+ years,0,6688,0.81,"33,387,712,766",27503,Silent
Barbados,2011,female,15-24 years,0,18660,0.787,"4,660,900,000",17708,Millenials
Barbados,2011,female,25-34 years,0,19511,0.787,"4,660,900,000",17708,Millenials
Barbados,2011,female,35-54 years,0,43221,0.787,"4,660,900,000",17708,Generation X
Barbados,2011,female,5-14 years,0,18501,0.787,"4,660,900,000",17708,Generation Z
Barbados,2011,female,55-74 years,0,27506,0.787,"4,660,900,000",17708,Boomers
Barbados,2011,female,75+ years,0,10011,0.787,"4,660,900,000",17708,Silent
Barbados,2011,male,15-24 years,0,18668,0.787,"4,660,900,000",17708,Millenials
Barbados,2011,male,25-34 years,0,18675,0.787,"4,660,900,000",17708,Millenials
Barbados,2011,male,35-54 years,0,39290,0.787,"4,660,900,000",17708,Generation X
Barbados,2011,male,5-14 years,0,19431,0.787,"4,660,900,000",17708,Generation Z
Barbados,2011,male,55-74 years,0,23496,0.787,"4,660,900,000",17708,Boomers
Barbados,2011,male,75+ years,0,6233,0.787,"4,660,900,000",17708,Silent
Barbados,2012,female,15-24 years,0,18575,0.795,"4,656,350,000",17620,Millenials
Barbados,2012,female,25-34 years,0,19421,0.795,"4,656,350,000",17620,Millenials
Barbados,2012,female,35-54 years,0,42921,0.795,"4,656,350,000",17620,Generation X
Barbados,2012,female,5-14 years,0,18436,0.795,"4,656,350,000",17620,Generation Z
Barbados,2012,female,55-74 years,0,28473,0.795,"4,656,350,000",17620,Boomers
Barbados,2012,female,75+ years,0,10166,0.795,"4,656,350,000",17620,Silent
Barbados,2012,male,15-24 years,0,18579,0.795,"4,656,350,000",17620,Millenials
Barbados,2012,male,25-34 years,0,18523,0.795,"4,656,350,000",17620,Millenials
Barbados,2012,male,35-54 years,0,39060,0.795,"4,656,350,000",17620,Generation X
Barbados,2012,male,5-14 years,0,19402,0.795,"4,656,350,000",17620,Generation Z
Barbados,2012,male,55-74 years,0,24339,0.795,"4,656,350,000",17620,Boomers
Barbados,2012,male,75+ years,0,6375,0.795,"4,656,350,000",17620,Silent
Barbados,2013,female,15-24 years,0,18473,0.796,"4,612,500,000",17395,Millenials
Barbados,2013,female,25-34 years,0,19336,0.796,"4,612,500,000",17395,Millenials
Barbados,2013,female,35-54 years,0,42518,0.796,"4,612,500,000",17395,Generation X
Barbados,2013,female,5-14 years,0,18384,0.796,"4,612,500,000",17395,Generation Z
Barbados,2013,female,55-74 years,0,29474,0.796,"4,612,500,000",17395,Boomers
Barbados,2013,female,75+ years,0,10306,0.796,"4,612,500,000",17395,Silent
Barbados,2013,male,15-24 years,0,18497,0.796,"4,612,500,000",17395,Millenials
Barbados,2013,male,25-34 years,0,18365,0.796,"4,612,500,000",17395,Millenials
Barbados,2013,male,35-54 years,0,38728,0.796,"4,612,500,000",17395,Generation X
Barbados,2013,male,5-14 years,0,19376,0.796,"4,612,500,000",17395,Generation Z
Barbados,2013,male,55-74 years,0,25209,0.796,"4,612,500,000",17395,Boomers
Barbados,2013,male,75+ years,0,6499,0.796,"4,612,500,000",17395,Silent
Belarus,2011,male,75+ years,112,161762,0.798,"61,757,788,945",6902,Silent
Belarus,2011,male,55-74 years,415,755610,0.798,"61,757,788,945",6902,Boomers
Belarus,2011,male,35-54 years,730,1342175,0.798,"61,757,788,945",6902,Generation X
Belarus,2011,male,25-34 years,340,736247,0.798,"61,757,788,945",6902,Millenials
Belarus,2011,male,15-24 years,185,676797,0.798,"61,757,788,945",6902,Millenials
Belarus,2011,female,75+ years,69,441193,0.798,"61,757,788,945",6902,Silent
Belarus,2011,female,35-54 years,141,1470135,0.798,"61,757,788,945",6902,Generation X
Belarus,2011,female,55-74 years,91,1104192,0.798,"61,757,788,945",6902,Boomers
Belarus,2011,female,25-34 years,42,724263,0.798,"61,757,788,945",6902,Millenials
Belarus,2011,female,15-24 years,36,639397,0.798,"61,757,788,945",6902,Millenials
Belarus,2011,male,5-14 years,10,459834,0.798,"61,757,788,945",6902,Generation Z
Belarus,2011,female,5-14 years,1,435715,0.798,"61,757,788,945",6902,Generation Z
Belarus,2013,male,75+ years,125,169369,0.804,"75,527,984,234",8477,Silent
Belarus,2013,male,55-74 years,376,786132,0.804,"75,527,984,234",8477,Boomers
Belarus,2013,male,35-54 years,609,1316641,0.804,"75,527,984,234",8477,Generation X
Belarus,2013,male,25-34 years,308,759582,0.804,"75,527,984,234",8477,Millenials
Belarus,2013,male,15-24 years,145,609560,0.804,"75,527,984,234",8477,Millenials
Belarus,2013,female,75+ years,65,464748,0.804,"75,527,984,234",8477,Silent
Belarus,2013,female,35-54 years,111,1438609,0.804,"75,527,984,234",8477,Generation X
Belarus,2013,female,55-74 years,87,1130796,0.804,"75,527,984,234",8477,Boomers
Belarus,2013,female,25-34 years,45,739769,0.804,"75,527,984,234",8477,Millenials
Belarus,2013,female,15-24 years,25,576270,0.804,"75,527,984,234",8477,Millenials
Belarus,2013,male,5-14 years,5,471922,0.804,"75,527,984,234",8477,Generation Z
Belarus,2013,female,5-14 years,1,446842,0.804,"75,527,984,234",8477,Generation Z
Belarus,2014,male,75+ years,125,172445,0.807,"78,813,839,984",8849,Silent
Belarus,2014,male,35-54 years,572,1305009,0.807,"78,813,839,984",8849,Generation X
Belarus,2014,male,55-74 years,341,807337,0.807,"78,813,839,984",8849,Boomers
Belarus,2014,male,25-34 years,297,768569,0.807,"78,813,839,984",8849,Millenials
Belarus,2014,male,15-24 years,128,578690,0.807,"78,813,839,984",8849,Millenials
Belarus,2014,female,75+ years,53,475110,0.807,"78,813,839,984",8849,Silent
Belarus,2014,female,35-54 years,93,1421531,0.807,"78,813,839,984",8849,Generation X
Belarus,2014,female,55-74 years,68,1149649,0.807,"78,813,839,984",8849,Boomers
Belarus,2014,female,25-34 years,41,745490,0.807,"78,813,839,984",8849,Millenials
Belarus,2014,female,15-24 years,15,546952,0.807,"78,813,839,984",8849,Millenials
Belarus,2014,female,5-14 years,6,455300,0.807,"78,813,839,984",8849,Generation Z
Belarus,2014,male,5-14 years,2,480895,0.807,"78,813,839,984",8849,Generation Z
Belgium,2011,male,75+ years,196,361243,0.904,"527,008,453,887",50893,Silent
Belgium,2011,male,35-54 years,607,1587976,0.904,"527,008,453,887",50893,Generation X
Belgium,2011,male,55-74 years,408,1105807,0.904,"527,008,453,887",50893,Boomers
Belgium,2011,male,25-34 years,163,715773,0.904,"527,008,453,887",50893,Millenials
Belgium,2011,male,15-24 years,109,676437,0.904,"527,008,453,887",50893,Millenials
Belgium,2011,female,35-54 years,247,1552522,0.904,"527,008,453,887",50893,Generation X
Belgium,2011,female,55-74 years,185,1176009,0.904,"527,008,453,887",50893,Boomers
Belgium,2011,female,75+ years,67,593364,0.904,"527,008,453,887",50893,Silent
Belgium,2011,female,25-34 years,60,707535,0.904,"527,008,453,887",50893,Millenials
Belgium,2011,female,15-24 years,41,656675,0.904,"527,008,453,887",50893,Millenials
Belgium,2011,male,5-14 years,5,624298,0.904,"527,008,453,887",50893,Generation Z
Belgium,2011,female,5-14 years,0,597487,0.904,"527,008,453,887",50893,Generation Z
Belgium,2012,male,75+ years,191,369145,0.905,"497,884,216,569",47678,Silent
Belgium,2012,male,35-54 years,617,1588342,0.905,"497,884,216,569",47678,Generation X
Belgium,2012,male,55-74 years,381,1125706,0.905,"497,884,216,569",47678,Boomers
Belgium,2012,male,25-34 years,193,723202,0.905,"497,884,216,569",47678,Millenials
Belgium,2012,female,55-74 years,187,1195065,0.905,"497,884,216,569",47678,Boomers
Belgium,2012,male,15-24 years,100,681023,0.905,"497,884,216,569",47678,Millenials
Belgium,2012,female,35-54 years,217,1551324,0.905,"497,884,216,569",47678,Generation X
Belgium,2012,female,75+ years,61,600081,0.905,"497,884,216,569",47678,Silent
Belgium,2012,female,25-34 years,45,715195,0.905,"497,884,216,569",47678,Millenials
Belgium,2012,female,15-24 years,28,659827,0.905,"497,884,216,569",47678,Millenials
Belgium,2012,female,5-14 years,3,603232,0.905,"497,884,216,569",47678,Generation Z
Belgium,2012,male,5-14 years,3,630495,0.905,"497,884,216,569",47678,Generation Z
Belgium,2013,male,75+ years,183,378864,0.908,"520,925,468,953",49489,Silent
Belgium,2013,male,35-54 years,570,1582723,0.908,"520,925,468,953",49489,Generation X
Belgium,2013,male,55-74 years,357,1155511,0.908,"520,925,468,953",49489,Boomers
Belgium,2013,male,25-34 years,159,728918,0.908,"520,925,468,953",49489,Millenials
Belgium,2013,female,35-54 years,215,1546111,0.908,"520,925,468,953",49489,Generation X
Belgium,2013,female,55-74 years,168,1221439,0.908,"520,925,468,953",49489,Boomers
Belgium,2013,male,15-24 years,91,679018,0.908,"520,925,468,953",49489,Millenials
Belgium,2013,female,75+ years,73,605856,0.908,"520,925,468,953",49489,Silent
Belgium,2013,female,25-34 years,47,721787,0.908,"520,925,468,953",49489,Millenials
Belgium,2013,female,15-24 years,27,656675,0.908,"520,925,468,953",49489,Millenials
Belgium,2013,male,5-14 years,3,638399,0.908,"520,925,468,953",49489,Generation Z
Belgium,2013,female,5-14 years,2,610848,0.908,"520,925,468,953",49489,Generation Z
Belgium,2014,male,75+ years,187,387814,0.909,"530,770,977,634",50173,Silent
Belgium,2014,male,35-54 years,531,1576060,0.909,"530,770,977,634",50173,Generation X
Belgium,2014,male,55-74 years,363,1176768,0.909,"530,770,977,634",50173,Boomers
Belgium,2014,male,25-34 years,168,728759,0.909,"530,770,977,634",50173,Millenials
Belgium,2014,female,35-54 years,231,1540001,0.909,"530,770,977,634",50173,Generation X
Belgium,2014,female,55-74 years,177,1240549,0.909,"530,770,977,634",50173,Boomers
Belgium,2014,female,75+ years,83,614412,0.909,"530,770,977,634",50173,Silent
Belgium,2014,male,15-24 years,85,675446,0.909,"530,770,977,634",50173,Millenials
Belgium,2014,female,25-34 years,43,724681,0.909,"530,770,977,634",50173,Millenials
Belgium,2014,female,15-24 years,27,653625,0.909,"530,770,977,634",50173,Millenials
Belgium,2014,male,5-14 years,4,644794,0.909,"530,770,977,634",50173,Generation Z
Belgium,2014,female,5-14 years,0,615939,0.909,"530,770,977,634",50173,Generation Z
Belgium,2015,male,75+ years,177,392775,0.913,"455,039,563,133",42830,Silent
Belgium,2015,male,35-54 years,529,1567729,0.913,"455,039,563,133",42830,Generation X
Belgium,2015,male,55-74 years,353,1200170,0.913,"455,039,563,133",42830,Boomers
Belgium,2015,male,25-34 years,161,728873,0.913,"455,039,563,133",42830,Millenials
Belgium,2015,female,35-54 years,221,1534727,0.913,"455,039,563,133",42830,Generation X
Belgium,2015,female,75+ years,87,616201,0.913,"455,039,563,133",42830,Silent
Belgium,2015,female,55-74 years,176,1262327,0.913,"455,039,563,133",42830,Boomers
Belgium,2015,male,15-24 years,93,671971,0.913,"455,039,563,133",42830,Millenials
Belgium,2015,female,25-34 years,45,726357,0.913,"455,039,563,133",42830,Millenials
Belgium,2015,female,15-24 years,21,649587,0.913,"455,039,563,133",42830,Millenials
Belgium,2015,female,5-14 years,2,622189,0.913,"455,039,563,133",42830,Generation Z
Belgium,2015,male,5-14 years,2,651450,0.913,"455,039,563,133",42830,Generation Z
Belize,2011,male,75+ years,1,2303,0.702,"1,487,005,600",5098,Silent
Belize,2011,male,25-34 years,9,24923,0.702,"1,487,005,600",5098,Millenials
Belize,2011,male,15-24 years,9,33414,0.702,"1,487,005,600",5098,Millenials
Belize,2011,male,35-54 years,8,33782,0.702,"1,487,005,600",5098,Generation X
Belize,2011,female,15-24 years,4,33746,0.702,"1,487,005,600",5098,Millenials
Belize,2011,male,55-74 years,1,11928,0.702,"1,487,005,600",5098,Boomers
Belize,2011,female,35-54 years,1,34151,0.702,"1,487,005,600",5098,Generation X
Belize,2011,female,25-34 years,0,26338,0.702,"1,487,005,600",5098,Millenials
Belize,2011,female,5-14 years,0,38613,0.702,"1,487,005,600",5098,Generation Z
Belize,2011,female,55-74 years,0,11025,0.702,"1,487,005,600",5098,Boomers
Belize,2011,female,75+ years,0,2410,0.702,"1,487,005,600",5098,Silent
Belize,2011,male,5-14 years,0,39029,0.702,"1,487,005,600",5098,Generation Z
Belize,2012,male,55-74 years,3,12340,0.706,"1,573,670,250",5264,Boomers
Belize,2012,male,25-34 years,6,25854,0.706,"1,573,670,250",5264,Millenials
Belize,2012,male,35-54 years,6,34785,0.706,"1,573,670,250",5264,Generation X
Belize,2012,female,15-24 years,2,34680,0.706,"1,573,670,250",5264,Millenials
Belize,2012,male,15-24 years,1,34413,0.706,"1,573,670,250",5264,Millenials
Belize,2012,female,25-34 years,0,27291,0.706,"1,573,670,250",5264,Millenials
Belize,2012,female,35-54 years,0,35365,0.706,"1,573,670,250",5264,Generation X
Belize,2012,female,5-14 years,0,38680,0.706,"1,573,670,250",5264,Generation Z
Belize,2012,female,55-74 years,0,11573,0.706,"1,573,670,250",5264,Boomers
Belize,2012,female,75+ years,0,2440,0.706,"1,573,670,250",5264,Silent
Belize,2012,male,5-14 years,0,39194,0.706,"1,573,670,250",5264,Generation Z
Belize,2012,male,75+ years,0,2331,0.706,"1,573,670,250",5264,Silent
Belize,2013,male,35-54 years,7,35782,0.705,"1,612,573,850",5272,Generation X
Belize,2013,male,25-34 years,4,26847,0.705,"1,612,573,850",5272,Millenials
Belize,2013,male,15-24 years,4,35340,0.705,"1,612,573,850",5272,Millenials
Belize,2013,male,55-74 years,1,12803,0.705,"1,612,573,850",5272,Boomers
Belize,2013,female,15-24 years,1,35551,0.705,"1,612,573,850",5272,Millenials
Belize,2013,female,25-34 years,0,28278,0.705,"1,612,573,850",5272,Millenials
Belize,2013,female,35-54 years,0,36553,0.705,"1,612,573,850",5272,Generation X
Belize,2013,female,5-14 years,0,38558,0.705,"1,612,573,850",5272,Generation Z
